,sensor_id,group,test,predict,lower,upper,std_test,std_predict,std_lower,std_upper
2019-09-01 00:00:00,5,1,671,1396,389,1562,-0.6182594119840416,0.043880474723599315,-0.8754945206078275,0.19587826834322586
2019-09-01 01:00:00,5,1,430,975,16,1189,-0.8383507274990054,-0.3398474048625564,-1.2118666944932799,-0.14440950404970498
2019-09-01 02:00:00,5,1,207,603,0,1000,-1.0420036874983287,-0.6801628559740004,-1.2118666944932799,-0.3171151395251359
2019-09-01 03:00:00,5,1,190,414,0,873,-1.0575288010408779,-0.8528957491882645,-1.2118666944932799,-0.4335338701371084
2019-09-01 04:00:00,5,1,160,286,0,813,-1.0849260602336122,-0.9693413627906906,-1.2118666944932799,-0.48811519713905516
2019-09-01 05:00:00,5,1,196,226,0,816,-1.052049349202331,-1.0239497790873209,-1.2118666944932799,-0.4856319700938312
2019-09-01 06:00:00,5,1,231,229,0,874,-1.0200858801441415,-1.0214947578214049,-1.2118666944932799,-0.43206709422283684
2019-09-01 07:00:00,5,1,344,288,0,1066,-0.916889537184843,-0.9679579595320169,-1.2118666944932799,-0.25719995026047526
2019-09-01 08:00:00,5,1,698,479,285,1459,-0.5936018787105809,-0.793118327374393,-0.9702898396961934,0.10152085706819203
2019-09-01 09:00:00,5,1,1192,872,945,2119,-0.14246034400355978,-0.4344237653000243,-0.36731448662139166,0.7045485977163172
2019-09-01 10:00:00,5,1,1896,1532,1599,2773,0.5004620050525999,0.1685777775789423,0.2298868961975532,1.3018052796464534
2019-09-01 11:00:00,5,1,2334,2186,2067,3241,0.9004619892665174,0.765806795196981,0.6569781679896496,1.7289505859471415
2019-09-01 12:00:00,5,1,2805,2654,2185,3359,1.3305989585924425,1.1929250898613764,0.7646001559043619,1.8366229055252852
2019-09-01 13:00:00,5,1,3038,2772,2048,3222,1.543384338322677,1.3005722694750355,0.6400059973517239,1.7120686914511114
2019-09-01 14:00:00,5,1,3301,2635,1746,2920,1.783566977245646,1.1759981384762264,0.36395160056008646,1.4360469745609312
2019-09-01 15:00:00,5,1,2844,2333,1691,2865,1.3662153955429968,0.899960131458785,0.3135719186827496,1.3856974401948579
2019-09-01 16:00:00,5,1,2300,2278,1598,2772,0.8694117621814188,0.849595580386515,0.22866284656302527,1.3008048733235729
2019-09-01 17:00:00,5,1,2454,2185,1570,2744,1.0100510260374538,0.7646948806620681,0.20331053743931315,1.2754465738214118
2019-09-01 18:00:00,5,1,1865,2157,1084,2258,0.4721515038867747,0.739339778727559,-0.24030898552799695,0.831763086827602
2019-09-01 19:00:00,5,1,1296,1671,719,1893,-0.04748317880208166,0.29568859877702874,-0.5737631819619471,0.49819885129716823
2019-09-01 20:00:00,5,1,1072,1306,400,1574,-0.2520493807744961,-0.03782024539360251,-0.8652628376365383,0.20655828236588025
2019-09-01 21:00:00,5,1,879,987,94,1268,-0.4283050815810853,-0.32938991767047854,-1.1445817022273408,-0.07291925838774771
2019-09-01 22:00:00,5,1,596,681,0,1040,-0.6867525599658768,-0.6087875690371303,-1.2118666944932799,-0.2806080059885657
2019-09-01 23:00:00,5,1,366,454,0,818,-0.8967982137768381,-0.8164026282379436,-1.2118666944932799,-0.4835847215122283
2019-09-02 00:00:00,5,1,130,231,0,771,-1.1123233194263462,-1.0200844223983478,-1.2118666944932799,-0.52655029819568
2019-08-26 00:00:00,6,1,137,0,0,158,-1.0217000944854393,-1.1155509574297122,-1.1155509574297122,-1.0041170236823982
2019-08-26 01:00:00,6,1,81,0,0,214,-1.0682102566525127,-1.1155509574297122,-1.1155509574297122,-0.9570167222674069
2019-08-26 02:00:00,6,1,42,0,0,318,-1.1006012624474386,-1.1155509574297122,-1.1155509574297122,-0.8706686271850389
2019-08-26 03:00:00,6,1,49,0,0,450,-1.0947874921765546,-1.1155509574297122,-1.1155509574297122,-0.7616568955267722
2019-08-26 04:00:00,6,1,53,0,0,612,-1.0914653377360493,-1.1155509574297122,-1.1155509574297122,-0.627121443557825
2019-08-26 05:00:00,6,1,224,25,0,887,-0.9494432354044505,-1.1139373898255722,-1.1155509574297122,-0.39840892679028306
2019-08-26 06:00:00,6,1,1075,270,182,1437,-0.2426548781869621,-0.910862727890693,-0.9842702346332801,0.05859899505713018
2019-08-26 07:00:00,6,1,1985,809,1160,2427,0.5131352570279786,-0.4632478347954688,-0.17134221793935706,0.8809820879354802
2019-08-26 08:00:00,6,1,4384,1794,801,2073,2.505597382720992,0.35452525051295536,-0.47012436936141244,0.5869871494982352
2019-08-26 09:00:00,6,1,2322,1437,922,2200,0.7930267686405444,0.05815848953412037,-0.36925416011126444,0.6919392459363252
2019-08-26 10:00:00,6,1,1360,1561,1254,2534,-0.005951374300964216,0.1611388665180364,-0.09351581620596144,0.9699294407311176
2019-08-26 11:00:00,6,1,1413,1894,2423,3704,0.03806717203573013,0.43811521155219574,0.8776029386078348,1.9414781253424953
2019-08-26 12:00:00,6,1,2229,3064,2398,3679,0.7157866778987978,1.4094931172345468,0.8564661021199873,1.920433476508237
2019-08-26 13:00:00,6,1,2325,3038,1798,3079,0.7955183844709234,1.3884189561746543,0.35858537525147904,1.4225749278141566
2019-08-26 14:00:00,6,1,1830,2439,1767,3048,0.38440177245840074,0.8905135297032911,0.3325215915353066,1.3967250606958812
2019-08-26 15:00:00,6,1,2189,2408,2013,3295,0.6825651334937455,0.8645576725314504,0.5369789336297761,1.6013885309877662
2019-08-26 16:00:00,6,1,2988,2654,2780,4062,1.3461654829846659,1.0691489090450828,1.1741607038648096,2.2386060288114327
2019-08-26 17:00:00,6,1,5114,3421,1971,3253,3.111890568113197,1.706362789917769,0.5022163658173278,1.5666542059409112
2019-08-26 18:00:00,6,1,2842,2612,1110,2392,1.224906845906225,1.0344183330290158,-0.21278974482303042,0.8516340776952196
2019-08-26 19:00:00,6,1,1486,1751,686,1967,0.09869649057495064,0.31937734322820704,-0.5656372293394292,0.49886740044359396
2019-08-26 20:00:00,6,1,988,1326,304,1586,-0.3149117372679509,-0.033434842554974545,-0.8822948373866384,0.18231690256971844
2019-08-26 21:00:00,6,1,1047,945,0,1224,-0.26590995927049876,-0.3500298170564648,-1.1155509574297122,-0.11856603342601002
2019-08-26 22:00:00,6,1,656,583,0,905,-0.5906505558298853,-0.6509331186425606,-1.1155509574297122,-0.3832511695948322
2019-08-26 23:00:00,6,1,380,264,0,751,-0.8198792122247465,-0.9156253342425514,-1.1155509574297122,-0.5115251822043073
2019-08-27 00:00:00,6,1,117,110,0,700,-1.0383108666879655,-1.0439190202644348,-1.1155509574297122,-0.5538050341607064
2019-08-27 01:00:00,6,1,31,59,0,667,-1.109737187158828,-1.0862353808600433,-1.1155509574297122,-0.5808018354754406
2019-08-27 02:00:00,6,1,36,26,0,664,-1.1055844941081965,-1.113271982169043,-1.1155509574297122,-0.5835032092899822
2019-08-27 03:00:00,6,1,42,23,0,660,-1.1006012624474386,-1.1155509574297122,-1.1155509574297122,-0.5870262677296789
2019-08-27 04:00:00,6,1,57,19,0,734,-1.088143183295544,-1.1155509574297122,-1.1155509574297122,-0.5255340407449173
2019-08-27 05:00:00,6,1,222,93,0,1039,-0.9511043126247032,-1.0580721851970911,-1.1155509574297122,-0.2721321728064826
2019-08-27 06:00:00,6,1,1146,398,278,1560,-0.18368663686799422,-0.8047013636817725,-0.9041707229778404,0.16095205955691388
2019-08-27 07:00:00,6,1,1977,919,1257,2540,0.506490948146968,-0.3716518586292154,-0.09091289698139315,0.9742794038869743
2019-08-27 08:00:00,6,1,4308,1898,799,2082,2.4424764483513925,0.4416452009507868,-0.47122936359902795,0.5940126087170954
2019-08-27 09:00:00,6,1,2130,1441,778,2061,0.6335633554962933,0.061355630250929466,-0.48897175212334937,0.5763116014264873
2019-08-27 10:00:00,6,1,1261,1419,1207,2490,-0.08817469670346875,0.04363121254261203,-0.13232494174148052,0.933011005600928
2019-08-27 11:00:00,6,1,1204,1849,2283,3566,-0.13551539748066832,0.40030234418213023,0.7611116562602335,1.8265088156991278
2019-08-27 12:00:00,6,1,1976,2924,2371,3654,0.5056604095368418,1.2937688174970117,0.8343213085802519,1.8997828928906728
2019-08-27 13:00:00,6,1,2124,3013,1906,3189,0.6285801238355354,1.3670131421159675,0.44785032017489945,1.5133654394269724
2019-08-27 14:00:00,6,1,1747,2547,1888,3171,0.3154670678179171,0.9805702434284519,0.4328040208027346,1.498367146255323
2019-08-27 15:00:00,6,1,2099,2529,2210,3493,0.6078166585823777,0.965547011447626,0.7004742930968761,1.7660893753513178
2019-08-27 16:00:00,6,1,3021,2852,3029,4313,1.373573257118834,1.2332420107740916,1.380980738558252,2.446653174432207
2019-08-27 17:00:00,6,1,4964,3671,2121,3404,2.987309776594251,1.913776406352261,0.6266043131365553,1.692337265385651
2019-08-27 18:00:00,6,1,2742,2763,1276,2559,1.1418529848935939,1.1594314758580115,-0.07571025016838423,0.9900777729655612
2019-08-27 19:00:00,6,1,1443,1917,828,2111,0.06298333033951937,0.4571452496848695,-0.44735749976170996,0.6184821767322398
2019-08-27 20:00:00,6,1,1063,1470,501,1784,-0.2526213415084778,0.08552363862670355,-0.7192226223094604,0.3466695257402075
2019-08-27 21:00:00,6,1,899,1142,44,1328,-0.3888296735691924,-0.1863159899815937,-1.0982127516860805,-0.03226494115978862
2019-08-27 22:00:00,6,1,662,686,0,986,-0.5856673241691275,-0.5652788228906301,-1.1155509574297122,-0.3163203750597132
2019-08-27 23:00:00,6,1,501,344,0,782,-0.7193840403994631,-0.8493626851410198,-1.1155509574297122,-0.48529085697246577
2019-08-28 00:00:00,6,1,147,141,0,714,-1.0133947083841763,-1.0183604603857423,-1.1155509574297122,-0.5421402902043349
2019-08-28 01:00:00,6,1,67,72,0,675,-1.079837797194281,-1.075236576358897,-1.1155509574297122,-0.5747525025380078
2019-08-28 02:00:00,6,1,55,33,0,666,-1.0898042605157967,-1.1078758067792975,-1.1155509574297122,-0.5823434752602464
2019-08-28 03:00:00,6,1,24,24,0,662,-1.1155509574297122,-1.115494613868951,-1.1155509574297122,-0.5850001399627798
2019-08-28 04:00:00,6,1,55,20,0,735,-1.0898042605157967,-1.1155509574297122,-1.1155509574297122,-0.5246351287456857
2019-08-28 05:00:00,6,1,232,93,0,1025,-0.9427989265234401,-1.0578417784782583,-1.1155509574297122,-0.28403771628088004
2019-08-28 06:00:00,6,1,1150,383,239,1523,-0.18036448242748898,-0.8172714284978968,-0.9368802081115906,0.12956300235931062
2019-08-28 07:00:00,6,1,1977,881,1219,2503,0.506490948146968,-0.4036978415324857,-0.1226964514495687,0.94380150126336
2019-08-28 08:00:00,6,1,4143,1861,820,2104,2.305437577680552,0.4105130792712224,-0.4541434671626241,0.6124101156344208
2019-08-28 09:00:00,6,1,2133,1462,866,2150,0.6360549713266722,0.07909393883031365,-0.4161143196163123,0.650494625414601
2019-08-28 10:00:00,6,1,1245,1508,1228,2512,-0.10146331446548967,0.11715091116673165,-0.11516217077409846,0.95150151159765
2019-08-28 11:00:00,6,1,1313,1870,2483,3767,-0.04498668897690071,0.41813053468251365,0.9271493031331457,1.993867267787996
2019-08-28 12:00:00,6,1,1820,3125,2584,3869,0.37609638635713766,1.4604690540034744,1.011149829114616,2.0779224879789977
2019-08-28 13:00:00,6,1,1607,3226,1941,3225,0.19919166240023395,1.544496810290139,0.476926303789278,1.5437541568921085
2019-08-28 14:00:00,6,1,1550,2583,1969,3253,0.15185096162303438,1.0103008815621324,0.5000568527470471,1.5669398970322423
2019-08-28 15:00:00,6,1,1782,2611,2255,3539,0.34453591917233795,1.033459100098941,0.7374366674827498,1.8043745792056392
2019-08-28 16:00:00,6,1,2906,2897,3034,4319,1.2780613169543085,1.270866422593927,1.3850679488457458,2.452060408083421
2019-08-28 17:00:00,6,1,4823,3677,2229,3514,2.8702038325664416,1.9185249395414938,0.7162337618459945,1.783280931841074
2019-08-28 18:00:00,6,1,2729,2871,1322,2607,1.131055982961952,1.2497180452080894,-0.03736328295232211,1.0297388653687727
2019-08-28 19:00:00,6,1,1466,1964,931,2216,0.08208571837242447,0.49614847143845664,-0.3621174192312229,0.7050397814708613
2019-08-28 20:00:00,6,1,1017,1573,536,1821,-0.290826117574288,0.17142189705409241,-0.6895726044578889,0.37763949063271496
2019-08-28 21:00:00,6,1,987,1179,148,1433,-0.31574227587807724,-0.15600579483689883,-1.0124885669089045,0.0547782216197964
2019-08-28 22:00:00,6,1,757,790,0,1005,-0.5067661562071282,-0.478894421822558,-1.1155509574297122,-0.30049754024582065
2019-08-28 23:00:00,6,1,463,362,0,809,-0.7509445075842628,-0.8341975858199818,-1.1155509574297122,-0.4632795223153421
2019-08-29 00:00:00,6,1,155,166,0,713,-1.006750399503166,-0.9970070245110811,-1.1155509574297122,-0.54265804989395
2019-08-29 01:00:00,6,1,57,71,0,677,-1.088143183295544,-1.0764130128659524,-1.1155509574297122,-0.5727607080409983
2019-08-29 02:00:00,6,1,58,34,0,674,-1.0873126446854178,-1.1065430852577405,-1.1155509574297122,-0.5756460719480647
2019-08-29 03:00:00,6,1,42,31,0,667,-1.1006012624474386,-1.1094558316668273,-1.1155509574297122,-0.5810049831778127
2019-08-29 04:00:00,6,1,49,24,0,729,-1.0947874921765546,-1.114842140141868,-1.1155509574297122,-0.5296365563890713
2019-08-29 05:00:00,6,1,245,86,0,1036,-0.9320019245917981,-1.0635011414939146,-1.1155509574297122,-0.27467003145532154
2019-08-29 06:00:00,6,1,1133,393,246,1532,-0.19448363879963623,-0.8085620536030858,-0.9304124507692074,0.13734788719622604
2019-08-29 07:00:00,6,1,2039,889,1157,2443,0.5579843419747992,-0.39657154915963183,-0.17383617506138221,0.8939789550845896
2019-08-29 08:00:00,6,1,4090,1800,901,2187,2.2614190313438574,0.36003212575008464,-0.38640008151930183,0.6814698248852511
2019-08-29 09:00:00,6,1,2200,1544,881,2167,0.6917010582051348,0.14749560042316442,-0.40347281964829945,0.6644518909946775
2019-08-29 10:00:00,6,1,1319,1524,1337,2623,-0.04000345731614286,0.1304502551755524,-0.024259759541594317,1.0437197924275587
2019-08-29 11:00:00,6,1,1254,1980,2545,3831,-0.09398846697435291,0.5096907373944436,0.9784112274027095,2.0464456111413076
2019-08-29 12:00:00,6,1,2096,3188,2712,3998,0.6053250427519987,1.512389147530239,1.117462975640067,2.1855521562464224
2019-08-29 13:00:00,6,1,2234,3355,2156,3442,0.7199393709494293,1.6514682975886268,0.6556568486056469,1.7238008086816683
2019-08-29 14:00:00,6,1,1849,2799,2132,3419,0.40018200605080056,1.1896895574642925,0.6360358009367402,1.704234550730141
2019-08-29 15:00:00,6,1,2245,2776,2373,3660,0.7290752956608187,1.170095899144131,0.836081989969756,1.9043355509073105
2019-08-29 16:00:00,6,1,3407,3016,3256,4542,1.694161160627589,1.3701694934925563,1.5688100261662203,2.637118396188579
2019-08-29 17:00:00,6,1,5508,3899,2567,3854,3.439122780502963,2.1029249377116193,0.9972988734885174,2.0656620335855003
2019-08-29 18:00:00,6,1,3218,3211,1730,3016,1.5371893633137168,1.531441182718523,0.30180068290219086,1.3702186184627643
2019-08-29 19:00:00,6,1,1825,2373,1465,2752,0.3802490794077692,0.835970378948207,0.08173619016560019,1.1502089035306655
2019-08-29 20:00:00,6,1,1321,2108,1167,2454,-0.03834238009589024,0.6159332720588069,-0.16552814263039006,0.9029993601340855
2019-08-29 21:00:00,6,1,1083,1811,906,2193,-0.23601056930595163,0.3686963332340065,-0.38223696277822805,0.686345329670194
2019-08-29 22:00:00,6,1,838,1550,161,1448,-0.4394925287868972,0.15201490945279653,-1.0014867992718173,0.06715027132595636
2019-08-29 23:00:00,6,1,509,804,0,1055,-0.7127397315184526,-0.46720753618175814,-1.1155509574297122,-0.2584687564031194
2019-08-30 00:00:00,6,1,202,412,0,819,-0.9677150848272293,-0.7928539472430916,-1.1155509574297122,-0.45454030701157355
2019-08-30 01:00:00,6,1,96,176,0,762,-1.055752177500618,-0.9889528822873921,-1.1155509574297122,-0.5025838673894346
2019-08-30 02:00:00,6,1,78,118,0,726,-1.0707018724828916,-1.0370238295200993,-1.1155509574297122,-0.5318990905617685
2019-08-30 03:00:00,6,1,55,83,0,711,-1.0898042605157967,-1.066366438821111,-1.1155509574297122,-0.5442032797795784
2019-08-30 04:00:00,6,1,60,68,0,747,-1.0856515674651652,-1.0786980091233693,-1.1155509574297122,-0.5143473920952264
2019-08-30 05:00:00,6,1,233,104,0,1025,-0.9419683879133137,-1.04886949828025,-1.1155509574297122,-0.28404838843608227
2019-08-30 06:00:00,6,1,993,381,226,1513,-0.31075904421731937,-0.818597871388794,-0.9474900424880948,0.1215851338377012
2019-08-30 07:00:00,6,1,1832,869,1211,2498,0.38606284967865334,-0.41299172844052995,-0.12951405612937605,0.9396158803503797
2019-08-30 08:00:00,6,1,3926,1854,922,2210,2.125210699283143,0.40501163815597535,-0.3689975420354287,0.7001871451622945
2019-08-30 09:00:00,6,1,2348,1566,1063,2350,0.8146207725038285,0.16555552824915448,-0.25253735467045046,0.8167020717486774
2019-08-30 10:00:00,6,1,1513,1706,1621,2908,0.12112103304836097,0.28204308544187706,0.2110193647491485,1.2803135267185044
2019-08-30 11:00:00,6,1,1596,2264,2956,4244,0.19005573768884457,0.7456271722968865,1.3202736391147258,2.3896225446490607
2019-08-30 12:00:00,6,1,2714,3600,2833,4120,1.1185979038100573,1.854908818047453,1.2176146626479545,2.2870183183285513
2019-08-30 13:00:00,6,1,2656,3476,2306,3593,1.0704266644227314,1.752277216631024,0.7797730345184679,1.8492314291293879
2019-08-30 14:00:00,6,1,2510,2949,2337,3625,0.9491680273442904,1.3144629583315297,0.8058431904051887,1.875356308075259
2019-08-30 15:00:00,6,1,2710,2981,2781,4069,1.1152757493695522,1.3405604759672298,1.1744780227147356,2.2440458548713114
2019-08-30 16:00:00,6,1,3439,3425,3800,5088,1.7207383961516307,1.7092226654050027,2.0213600016395983,3.090982562573804
2019-08-30 17:00:00,6,1,5049,4444,3554,4842,3.057905558454987,2.556132008420281,1.8164844536909772,2.8861617584990684
2019-08-30 18:00:00,6,1,3182,4198,2910,4198,1.5072899733491696,2.3512838322924225,1.2820391832765856,2.3517712198267753
2019-08-30 19:00:00,6,1,2156,3554,2855,4143,0.6551573593595773,1.816865927958752,1.2362249840335693,2.3060117273748917
2019-08-30 20:00:00,6,1,1662,3499,2509,3797,0.2448712859571809,1.7710790823410647,0.9489368705167275,2.018778299602495
2019-08-30 21:00:00,6,1,1629,3153,2334,3622,0.21746351182301274,1.4838183117246329,0.8031056756405074,1.873001815289736
2019-08-30 22:00:00,6,1,1304,2978,1485,2773,-0.05246153646803749,1.338014471866894,0.09825042383437332,1.1682013050514033
2019-08-30 23:00:00,6,1,908,2129,596,1885,-0.3813548260780556,0.633186590640554,-0.6397599374244816,0.430245677925277
2019-08-31 00:00:00,6,1,601,1240,0,1255,-0.6363301793868322,-0.10479640344430674,-1.1155509574297122,-0.0927554766570664
2019-08-31 01:00:00,6,1,334,611,0,993,-0.8580839882905567,-0.6278249043643165,-1.1155509574297122,-0.3099692777477988
2019-08-31 02:00:00,6,1,219,349,0,916,-0.9535959284550821,-0.845066027557617,-1.1155509574297122,-0.37415180909753
2019-08-31 03:00:00,6,1,109,272,0,788,-1.044955175568976,-0.9092759011106315,-1.1155509574297122,-0.48087284621177795
2019-08-31 04:00:00,6,1,78,143,0,758,-1.0707018724828916,-1.0160243093744328,-1.1155509574297122,-0.5052538057669355
2019-08-31 05:00:00,6,1,101,114,0,783,-1.0515994844499865,-1.0404326466200269,-1.1155509574297122,-0.48484626896315597
2019-08-31 06:00:00,6,1,197,138,0,927,-0.9718677778778608,-1.020052453642698,-1.1155509574297122,-0.36540535294593635
2019-08-31 07:00:00,6,1,408,282,0,1181,-0.7966241311412098,-0.9006388296109789,-1.1155509574297122,-0.154221346446767
2019-08-31 08:00:00,6,1,571,537,406,1695,-0.6612463376906216,-0.6894821426332102,-0.7976380209000837,0.27285976192826755
2019-08-31 09:00:00,6,1,870,1051,1053,2342,-0.4129152932628553,-0.2624284034016689,-0.2606008132638821,0.8099517811254515
2019-08-31 10:00:00,6,1,979,1697,1732,3021,-0.3223865847590877,0.2746362097183312,0.3033675633270998,1.3739748620857513
2019-08-31 11:00:00,6,1,1422,2376,2378,3667,0.04554201952686691,0.8386319391291178,0.840091912772439,1.9107537133000143
2019-08-31 12:00:00,6,1,1537,3023,2711,4000,0.14105395969139237,1.3753835403655268,1.1161185805167972,2.186834934774624
2019-08-31 13:00:00,6,1,1811,3355,2715,4004,0.36862153886600085,1.651437484685267,1.1198827880705022,2.1906538526691155
2019-08-31 14:00:00,6,1,2148,3360,2749,4039,0.6485130504785668,1.6552290464524326,1.1484751773358977,2.219301170616599
2019-08-31 15:00:00,6,1,2170,3394,2777,4066,0.6667848999013456,1.683848899132977,1.1712758894936588,2.242156648283175
2019-08-31 16:00:00,6,1,2005,3422,3180,4469,0.5297460292305047,1.7066769950003977,1.5059878260321504,2.5769229850199817
2019-08-31 17:00:00,6,1,1970,3825,2930,4219,0.5006771778760839,2.0414161333510683,1.2983943184878048,2.3693838737824295
2019-08-31 18:00:00,6,1,1761,3575,2706,3996,0.32709460835968546,1.8338498239661518,1.1126486409186485,2.1836928213079676
2019-08-31 19:00:00,6,1,1536,3351,2321,3610,0.14022342108126606,1.6481314574105927,0.7924522340476238,1.863551570648847
2019-08-31 20:00:00,6,1,1266,2966,2074,3364,-0.0840220036528372,1.3279626263444655,0.5877333282677997,1.6588875920809505
2019-08-31 21:00:00,6,1,1144,2719,1944,3233,-0.18534771408824682,1.123271185435656,0.47912683856440164,1.5503354423173448
2019-08-31 22:00:00,6,1,1026,2588,1491,2781,-0.2833512700831512,1.0146918686107735,0.10366059981508136,1.1749233325167512
2019-08-31 23:00:00,6,1,730,2136,775,2064,-0.5291906986805385,0.6392526952404547,-0.491738846526139,0.5795783428643508
2019-09-01 00:00:00,6,1,503,1419,313,1603,-0.7177229631792105,0.043880474723599315,-0.8754945206078275,0.19587826834322586
2019-09-01 01:00:00,6,1,251,957,0,1193,-0.9270186929310402,-0.3398474048625564,-1.1155509574297122,-0.14440950404970498
2019-09-01 02:00:00,6,1,201,548,0,985,-0.9685456234373556,-0.6801628559740004,-1.1155509574297122,-0.3171151395251359
2019-09-01 03:00:00,6,1,131,340,0,845,-1.0266833261461972,-0.8528957491882645,-1.1155509574297122,-0.4335338701371084
2019-09-01 04:00:00,6,1,85,200,0,779,-1.0648881022120074,-0.9693413627906906,-1.1155509574297122,-0.48811519713905516
2019-09-01 05:00:00,6,1,114,134,0,782,-1.0408024825183444,-1.0239497790873209,-1.1155509574297122,-0.4856319700938312
2019-09-01 06:00:00,6,1,117,137,0,846,-1.0383108666879655,-1.0214947578214049,-1.1155509574297122,-0.43206709422283684
2019-09-01 07:00:00,6,1,177,201,0,1057,-0.988478550080387,-0.9679579595320169,-1.1155509574297122,-0.25719995026047526
2019-09-01 08:00:00,6,1,346,412,198,1489,-0.8481175249690409,-0.793118327374393,-0.9702898396961934,0.10152085706819203
2019-09-01 09:00:00,6,1,610,844,924,2215,-0.6288553318956955,-0.4344237653000243,-0.36731448662139166,0.7045485977163172
2019-09-01 10:00:00,6,1,931,1570,1643,2934,-0.3622524380451505,0.1685777775789423,0.2298868961975532,1.3018052796464534
2019-09-01 11:00:00,6,1,1096,2289,2158,3448,-0.22521356737430964,0.765806795196981,0.6569781679896496,1.7289505859471415
2019-09-01 12:00:00,6,1,1328,2803,2287,3578,-0.032528609825006084,1.1929250898613764,0.7646001559043619,1.8366229055252852
2019-09-01 13:00:00,6,1,1552,2933,2137,3428,0.15351203884328699,1.3005722694750355,0.6400059973517239,1.7120686914511114
2019-09-01 14:00:00,6,1,1560,2783,1805,3096,0.16015634772429746,1.1759981384762264,0.36395160056008646,1.4360469745609312
2019-09-01 15:00:00,6,1,1640,2450,1744,3035,0.22659943653440212,0.899960131458785,0.3135719186827496,1.3856974401948579
2019-09-01 16:00:00,6,1,1150,2390,1642,2933,-0.18036448242748898,0.849595580386515,0.22866284656302527,1.3008048733235729
2019-09-01 17:00:00,6,1,1093,2287,1611,2902,-0.22770518320468855,0.7646948806620681,0.20331053743931315,1.2754465738214118
2019-09-01 18:00:00,6,1,1052,2257,1077,2368,-0.2617572662198672,0.739339778727559,-0.24030898552799695,0.831763086827602
2019-09-01 19:00:00,6,1,766,1723,676,1967,-0.4992913087159914,0.29568859877702874,-0.5737631819619471,0.49819885129716823
2019-09-01 20:00:00,6,1,788,1321,325,1615,-0.4810194592932126,-0.03782024539360251,-0.8652628376365383,0.20655828236588025
2019-09-01 21:00:00,6,1,573,970,0,1279,-0.6595852604703689,-0.32938991767047854,-1.1155509574297122,-0.07291925838774771
2019-09-01 22:00:00,6,1,489,634,0,1029,-0.7293505037209789,-0.6087875690371303,-1.1155509574297122,-0.2806080059885657
2019-09-01 23:00:00,6,1,322,384,0,784,-0.8680504516120723,-0.8164026282379436,-1.1155509574297122,-0.4835847215122283
2019-09-02 00:00:00,6,1,139,138,0,733,-1.0200390172651868,-1.0200844223983478,-1.1155509574297122,-0.52655029819568
2019-08-26 00:00:00,9,2,12,0,0,-371,-0.6833050260687831,-0.6925032392597683,-0.6925032392597683,-1.0041170236823982
2019-08-26 01:00:00,9,2,7,0,0,-315,-0.6874860320646855,-0.6925032392597683,-0.6925032392597683,-0.9570167222674069
2019-08-26 02:00:00,9,2,6,0,0,-212,-0.688322233263866,-0.6925032392597683,-0.6925032392597683,-0.8706686271850389
2019-08-26 03:00:00,9,2,3,0,0,-81,-0.6908308368614073,-0.6925032392597683,-0.6925032392597683,-0.7616568955267722
2019-08-26 04:00:00,9,2,6,0,0,79,-0.688322233263866,-0.6925032392597683,-0.6925032392597683,-0.627121443557825
2019-08-26 05:00:00,9,2,84,0,0,352,-0.623098539727789,-0.6925032392597683,-0.6925032392597683,-0.39840892679028306
2019-08-26 06:00:00,9,2,508,0,0,899,-0.2685492312752678,-0.6925032392597683,-0.6925032392597683,0.05859899505713018
2019-08-26 07:00:00,9,2,2241,275,624,1882,1.1805874469044944,-0.4632478347954688,-0.17134221793935706,0.8809820879354802
2019-08-26 08:00:00,9,2,4402,1253,266,1531,2.9876182383334995,0.35452525051295536,-0.47012436936141244,0.5869871494982352
2019-08-26 09:00:00,9,2,2899,898,387,1656,1.7308078359652466,0.05815848953412037,-0.36925416011126444,0.6919392459363252
2019-08-26 10:00:00,9,2,835,1021,717,1989,0.00488856085674736,0.1611388665180364,-0.09351581620596144,0.9699294407311176
2019-08-26 11:00:00,9,2,757,1353,1878,3150,-0.06033513267932965,0.43811521155219574,0.8776029386078348,1.9414781253424953
2019-08-26 12:00:00,9,2,1447,2514,1853,3125,0.5166436947551977,1.4094931172345468,0.8564661021199873,1.920433476508237
2019-08-26 13:00:00,9,2,1210,2489,1257,2530,0.31846401054942525,1.3884189561746543,0.35858537525147904,1.4225749278141566
2019-08-26 14:00:00,9,2,869,1894,1226,2499,0.03331940162888349,0.8905135297032911,0.3325215915353066,1.3967250606958812
2019-08-26 15:00:00,9,2,1337,1863,1471,2744,0.4246615628453455,0.8645576725314504,0.5369789336297761,1.6013885309877662
2019-08-26 16:00:00,9,2,3353,2107,2233,3506,2.110443180393182,1.0691489090450828,1.1741607038648096,2.2386060288114327
2019-08-26 17:00:00,9,2,4400,2869,1429,2702,2.9859458359351385,1.706362789917769,0.5022163658173278,1.5666542059409112
2019-08-26 18:00:00,9,2,1858,2066,574,1847,0.8603223876183728,1.0344183330290158,-0.21278974482303042,0.8516340776952196
2019-08-26 19:00:00,9,2,530,1211,152,1425,-0.25015280489329733,0.31937734322820704,-0.5656372293394292,0.49886740044359396
2019-08-26 20:00:00,9,2,221,789,0,1047,-0.508538975440064,-0.033434842554974545,-0.6925032392597683,0.18231690256971844
